2014-04-19 16:25:13,16,Clash of Tribes,Google Chrome,Android,North America,1
2014-04-20 03:03:59,3,NBA Jam,Opera,iOS,Asia,0
2014-04-23 01:59:55,1,Candy Smash,Google Chrome,Android,North America,1
2014-04-17 10:00:40,10,Candy Smash,Android Browser,Android,North America,1
2014-04-12 02:08:08,2,Clash of Tribes,Other,Android,Asia,0
2014-04-20 13:20:54,13,Clash of Tribes,Safari,Unknown,South America,1
2014-04-21 23:27:59,23,NBA Jam,Android Browser,iOS,North America,0
2014-04-24 00:07:35,0,Clash of Tribes,Safari,Android,Europe,0
2014-04-23 15:34:21,15,Candy Smash,Safari,iOS,North America,1
2014-04-24 00:48:42,0,NBA Jam,Safari,iOS,North America,1
2014-04-13 15:33:03,15,Candy Smash,Opera,iOS,North America,0
2014-04-11 20:15:08,20,NBA Jam,Android Browser,iOS,North America,1
2014-04-30 02:23:00,2,Clash of Tribes,Google Chrome,iOS,North America,0
2014-04-29 08:03:41,8,NBA Jam,Android Browser,iOS,North America,1
2014-04-26 05:48:46,5,Candy Smash,Opera,Android,North America,1
2014-04-21 09:48:19,9,Candy Smash,Google Chrome,Android,North America,0
2014-04-28 00:46:38,0,Clash of Tribes,Android Browser,Android,Europe,0
2014-04-21 12:11:48,12,NBA Jam,Android Browser,iOS,Australia,0
2014-04-11 05:03:01,5,NBA Jam,Internet Explorer,iOS,Australia,0
2014-04-06 12:20:45,12,NBA Jam,Safari,Android,North America,0
2014-04-02 04:28:58,4,Clash of Tribes,Android Browser,iOS,North America,1
2014-04-10 14:54:19,14,Candy Smash,Safari,Android,North America,0
2014-04-23 19:14:18,19,Candy Smash,Opera,iOS,Europe,0
2014-04-13 03:54:40,3,Clash of Tribes,Android Browser,Android,Europe,0
2014-04-26 20:09:12,20,NBA Jam,Safari,iOS,Asia,0
2014-04-10 13:39:27,13,NBA Jam,Google Chrome,Android,North America,0
2014-04-19 15:51:21,15,NBA Jam,Safari,iOS,North America,1
2014-04-13 08:34:52,8,Candy Smash,Safari,Unknown,South America,0
2014-04-29 03:34:35,3,NBA Jam,Google Chrome,iOS,North America,0
2014-04-11 08:23:30,8,NBA Jam,Google Chrome,iOS,Asia,0
2014-04-28 20:57:43,20,NBA Jam,Android Browser,iOS,Europe,1
2014-04-02 22:07:40,22,NBA Jam,Safari,Android,North America,0
2014-04-06 14:22:35,14,Clash of Tribes,Android Browser,Android,Asia,1
2014-04-06 18:14:15,18,NBA Jam,Safari,iOS,North America,0
2014-04-14 22:41:59,22,NBA Jam,Safari,iOS,Europe,0
2014-04-11 01:31:46,1,NBA Jam,Safari,Android,North America,0
2014-04-30 07:18:02,7,Clash of Tribes,Safari,iOS,South America,0
2014-04-26 22:43:56,22,Candy Smash,Safari,Android,Europe,0
2014-04-23 03:50:10,3,NBA Jam,Android Browser,Android,North America,0
2014-03-31 23:45:04,23,Candy Smash,Safari,Android,North America,0
2014-04-20 00:43:44,0,NBA Jam,Safari,Android,North America,0
2014-04-09 00:03:14,0,Clash of Tribes,Google Chrome,Unknown,Asia,0
2014-04-12 10:46:38,10,NBA Jam,Google Chrome,Android,Europe,1
2014-04-16 21:41:14,21,NBA Jam,Android Browser,Windows Phone,North America,1
2014-04-25 22:19:16,22,NBA Jam,Google Chrome,Android,Europe,0
2014-04-07 13:01:59,13,Clash of Tribes,Safari,Unknown,North America,1
2014-04-24 10:19:54,10,Clash of Tribes,Google Chrome,Unknown,Europe,0
2014-04-01 05:49:25,5,NBA Jam,Android Browser,iOS,North America,0
2014-04-22 02:31:29,2,NBA Jam,Safari,Android,North America,1
2014-04-05 03:37:42,3,Candy Smash,Android Browser,Android,North America,1
2014-04-06 18:28:46,18,Candy Smash,Opera,iOS,North America,1
2014-04-02 05:45:02,5,Candy Smash,Safari,Android,North America,1
2014-04-20 03:00:06,3,Candy Smash,Android Browser,Android,North America,1
2014-04-15 01:18:43,1,Candy Smash,Safari,Unknown,North America,1
2014-04-26 10:12:30,10,Candy Smash,Safari,Android,Europe,0
2014-04-14 00:19:10,0,NBA Jam,Safari,iOS,South America,0
2014-04-30 16:32:32,16,NBA Jam,Safari,iOS,Europe,0
2014-04-26 16:10:59,16,NBA Jam,Other,iOS,North America,0
2014-04-10 10:48:01,10,NBA Jam,Safari,iOS,South America,0
2014-04-04 16:01:56,16,NBA Jam,Safari,iOS,Australia,1
2014-04-04 04:34:32,4,NBA Jam,Opera,iOS,Europe,1
2014-04-05 11:28:37,11,Candy Smash,Android Browser,Unknown,Australia,1
2014-04-03 15:44:42,15,NBA Jam,Safari,Android,North America,1
2014-04-19 08:42:23,8,NBA Jam,Android Browser,iOS,South America,0
2014-04-01 08:40:26,8,Candy Smash,Google Chrome,iOS,North America,1
2014-04-14 15:10:47,15,Clash of Tribes,Other,Android,North America,0
2014-04-28 21:39:29,21,NBA Jam,Safari,iOS,Europe,1
2014-04-06 17:40:40,17,Candy Smash,Google Chrome,iOS,North America,0
2014-04-13 17:25:05,17,Clash of Tribes,Android Browser,Unknown,North America,1
2014-04-18 09:09:03,9,Clash of Tribes,Safari,iOS,Europe,1
2014-04-20 10:17:29,10,Candy Smash,Safari,iOS,Europe,1
2014-04-05 03:26:33,3,Candy Smash,Safari,Android,North America,1
2014-04-19 06:44:12,6,NBA Jam,Safari,iOS,Europe,1
2014-04-11 18:17:54,18,NBA Jam,Safari,Unknown,Asia,0
2014-04-01 19:58:22,19,NBA Jam,Safari,iOS,Australia,0
2014-04-22 07:29:20,7,NBA Jam,Google Chrome,Unknown,North America,0
2014-04-26 12:06:28,12,Clash of Tribes,Opera,iOS,Asia,1
2014-04-06 15:58:30,15,Clash of Tribes,Google Chrome,iOS,Asia,1
2014-04-01 10:55:39,10,NBA Jam,Google Chrome,Android,Europe,1
2014-04-23 21:56:48,21,Candy Smash,Safari,iOS,North America,0
2014-04-28 19:33:08,19,NBA Jam,Safari,Android,North America,1
2014-04-25 21:59:11,21,NBA Jam,Opera,iOS,North America,1
2014-04-17 05:31:22,5,Candy Smash,Other,iOS,North America,1
2014-04-23 07:07:23,7,NBA Jam,Safari,iOS,Asia,1
2014-04-25 04:25:07,4,Clash of Tribes,Google Chrome,iOS,North America,0
2014-04-16 13:27:05,13,Candy Smash,Android Browser,iOS,South America,0
2014-04-14 11:33:34,11,Candy Smash,Safari,iOS,North America,0
2014-04-03 09:21:17,9,Candy Smash,Safari,iOS,Australia,1
2014-04-11 03:48:02,3,Clash of Tribes,Safari,iOS,North America,0
2014-04-27 10:30:11,10,Clash of Tribes,Safari,Android,North America,0
2014-04-15 20:32:32,20,Clash of Tribes,Android Browser,iOS,Asia,0
2014-04-01 18:49:05,18,NBA Jam,Opera,iOS,Australia,1
2014-04-17 19:11:09,19,NBA Jam,Safari,Android,Asia,1
2014-04-04 14:38:44,14,NBA Jam,Safari,Android,North America,0
2014-04-25 19:19:31,19,Clash of Tribes,Safari,iOS,Europe,1
2014-04-19 18:39:45,18,Candy Smash,Android Browser,iOS,Asia,0
2014-04-19 20:35:08,20,Clash of Tribes,Android Browser,iOS,North America,1
2014-04-26 19:56:34,19,NBA Jam,Safari,Unknown,South America,0
2014-04-14 13:45:19,13,NBA Jam,Android Browser,Android,South America,0
2014-04-25 04:56:03,4,Candy Smash,Android Browser,iOS,Europe,1
2014-04-16 11:19:49,11,Candy Smash,Internet Explorer,Android,North America,0
2014-04-28 07:42:24,7,Clash of Tribes,Safari,Android,North America,0
2014-04-16 18:13:38,18,Candy Smash,Android Browser,Android,Australia,0
2014-04-14 16:14:26,16,NBA Jam,Safari,Unknown,North America,0
2014-04-20 06:50:55,6,Candy Smash,Safari,Android,North America,1
2014-04-07 13:04:10,13,Clash of Tribes,Safari,iOS,North America,1
2014-04-25 08:04:01,8,Clash of Tribes,Google Chrome,iOS,North America,0
2014-04-29 17:19:04,17,Candy Smash,Android Browser,iOS,North America,0
2014-04-10 12:15:11,12,Candy Smash,Safari,iOS,Europe,0
2014-04-06 08:25:50,8,NBA Jam,Safari,iOS,Europe,1
2014-04-11 09:21:34,9,Candy Smash,Google Chrome,iOS,North America,1
2014-04-14 12:36:57,12,Candy Smash,Safari,Android,Australia,0
2014-04-24 22:28:12,22,Candy Smash,Google Chrome,Android,Africa,0
2014-04-25 16:01:39,16,Clash of Tribes,Opera,Android,South America,1
2014-04-13 16:03:49,16,Candy Smash,Safari,iOS,Europe,0
2014-04-03 21:40:40,21,Clash of Tribes,Safari,iOS,South America,0
2014-04-05 06:46:50,6,Clash of Tribes,Safari,iOS,Australia,0
2014-04-16 09:14:16,9,NBA Jam,Google Chrome,Unknown,Europe,0
2014-04-09 07:11:49,7,Clash of Tribes,Internet Explorer,iOS,Asia,0
2014-04-20 00:34:39,0,Clash of Tribes,Internet Explorer,Android,North America,1
2014-04-08 13:22:31,13,NBA Jam,Safari,Android,North America,1
2014-04-30 17:13:28,17,Candy Smash,Android Browser,Unknown,North America,0
2014-04-02 07:12:55,7,NBA Jam,Google Chrome,iOS,Asia,0
2014-04-06 06:21:53,6,NBA Jam,Safari,Android,North America,0
2014-04-11 09:21:03,9,Candy Smash,Google Chrome,Android,Africa,0
2014-03-31 23:06:13,23,Candy Smash,Safari,Windows Phone,Africa,0
2014-04-19 12:32:14,12,Clash of Tribes,Google Chrome,iOS,North America,1
2014-04-08 23:34:49,23,Clash of Tribes,Android Browser,iOS,North America,1
2014-04-13 16:05:24,16,Candy Smash,Safari,Android,South America,0
2014-04-17 08:14:59,8,Candy Smash,Android Browser,iOS,North America,1
2014-04-09 17:40:45,17,Candy Smash,Safari,Windows Phone,North America,0
2014-04-22 21:26:39,21,NBA Jam,Opera,iOS,North America,0
2014-04-24 17:43:23,17,Candy Smash,Android Browser,iOS,North America,0
2014-04-10 12:49:46,12,Clash of Tribes,Google Chrome,iOS,North America,0
2014-04-19 15:26:33,15,Candy Smash,Safari,Android,North America,0
2014-04-12 22:24:16,22,Clash of Tribes,Safari,Android,Asia,1
2014-04-06 03:22:52,3,Clash of Tribes,Opera,iOS,Europe,0
2014-04-04 10:03:54,10,Candy Smash,Other,Unknown,North America,0
2014-04-15 21:36:18,21,Candy Smash,Google Chrome,Android,North America,1
2014-04-02 09:06:10,9,Clash of Tribes,Other,Android,North America,0
2014-04-19 18:52:21,18,Clash of Tribes,Google Chrome,Unknown,North America,1
2014-04-17 07:17:50,7,Candy Smash,Opera,iOS,North America,1
2014-04-17 15:40:11,15,Candy Smash,Google Chrome,Android,Europe,0
2014-04-10 07:31:52,7,Candy Smash,Google Chrome,Android,North America,1
2014-04-17 18:10:17,18,Clash of Tribes,Safari,Android,Europe,0
2014-04-19 20:27:25,20,NBA Jam,Safari,Unknown,Asia,0
2014-03-31 23:54:08,23,Clash of Tribes,Safari,iOS,North America,1
2014-04-24 08:43:13,8,Clash of Tribes,Safari,iOS,North America,0
2014-04-22 23:11:24,23,Clash of Tribes,Safari,Android,North America,1
2014-04-18 19:19:50,19,Candy Smash,Other,iOS,North America,1
2014-04-09 15:08:08,15,Candy Smash,Safari,iOS,North America,0
2014-04-18 01:10:23,1,Clash of Tribes,Google Chrome,Android,North America,0
2014-04-25 10:32:59,10,NBA Jam,Safari,iOS,South America,0
2014-04-19 07:22:32,7,Candy Smash,Safari,Android,North America,1
2014-04-22 06:51:11,6,Candy Smash,Android Browser,Unknown,North America,1
2014-04-15 10:42:03,10,Clash of Tribes,Safari,iOS,North America,0
2014-04-28 07:12:07,7,Clash of Tribes,Safari,Android,North America,0
2014-04-28 00:58:07,0,Clash of Tribes,Safari,iOS,Europe,0
2014-04-17 15:08:37,15,NBA Jam,Android Browser,iOS,Europe,0
2014-04-01 16:00:37,16,Candy Smash,Google Chrome,iOS,Asia,0
2014-04-19 21:36:41,21,Candy Smash,Safari,Android,North America,1
2014-04-12 16:29:42,16,NBA Jam,Android Browser,iOS,North America,0
2014-04-08 17:21:09,17,NBA Jam,Android Browser,iOS,Europe,0
2014-04-22 05:22:32,5,Candy Smash,Safari,Android,North America,0
2014-04-23 21:12:18,21,Candy Smash,Android Browser,iOS,Australia,0
2014-04-16 04:22:18,4,NBA Jam,Safari,iOS,North America,0
2014-04-28 15:49:03,15,Candy Smash,Safari,iOS,North America,0
2014-04-23 23:26:32,23,Clash of Tribes,Opera,Unknown,North America,1
2014-04-08 14:42:07,14,Clash of Tribes,Safari,Unknown,North America,1
2014-04-27 02:46:26,2,Candy Smash,Android Browser,iOS,Australia,0
2014-04-02 10:24:42,10,Candy Smash,Internet Explorer,iOS,North America,1
2014-04-11 04:44:46,4,NBA Jam,Safari,Unknown,Australia,0
2014-04-09 12:49:19,12,Candy Smash,Google Chrome,iOS,North America,1
2014-04-22 03:58:51,3,NBA Jam,Safari,iOS,Asia,0
2014-04-27 22:42:01,22,Candy Smash,Safari,iOS,Europe,1
2014-04-01 01:14:22,1,NBA Jam,Google Chrome,iOS,South America,1
2014-04-24 01:12:52,1,NBA Jam,Safari,Android,Australia,0
2014-04-18 21:36:04,21,Candy Smash,Safari,Android,Australia,0
2014-04-05 11:20:30,11,Clash of Tribes,Other,Unknown,Australia,0
2014-04-30 16:59:27,16,Candy Smash,Google Chrome,Android,North America,0
2014-04-22 17:38:20,17,Candy Smash,Safari,iOS,Asia,0
2014-04-13 21:04:32,21,Clash of Tribes,Safari,iOS,South America,1
2014-04-26 02:46:02,2,Candy Smash,Safari,iOS,Europe,1
2014-04-14 01:02:00,1,Clash of Tribes,Safari,Android,South America,0
2014-04-10 04:18:07,4,Clash of Tribes,Safari,Android,North America,0
2014-04-01 05:12:05,5,Candy Smash,Android Browser,Android,North America,1
2014-04-02 10:44:57,10,NBA Jam,Android Browser,Android,Asia,0
2014-04-16 21:28:22,21,Clash of Tribes,Safari,Android,Asia,0
2014-04-10 23:18:06,23,Clash of Tribes,Safari,iOS,North America,0
2014-04-10 17:25:40,17,Candy Smash,Android Browser,iOS,Europe,0
2014-04-24 00:25:20,0,NBA Jam,Safari,Android,North America,1
2014-04-04 17:31:15,17,Clash of Tribes,Other,Android,Asia,1
2014-04-05 16:11:35,16,NBA Jam,Safari,Android,South America,0
2014-04-24 09:36:01,9,Clash of Tribes,Internet Explorer,iOS,North America,0
2014-04-14 00:07:33,0,Clash of Tribes,Safari,iOS,North America,1
2014-04-07 12:19:49,12,NBA Jam,Safari,iOS,North America,1
2014-04-22 03:12:31,3,Candy Smash,Safari,Android,North America,1
2014-04-10 07:14:40,7,NBA Jam,Safari,Android,South America,0
2014-04-08 21:50:11,21,NBA Jam,Safari,iOS,North America,0
2014-04-10 04:52:52,4,NBA Jam,Google Chrome,iOS,South America,0
2014-04-01 19:34:56,19,NBA Jam,Safari,Windows Phone,North America,1
2014-04-09 02:37:21,2,Clash of Tribes,Google Chrome,Android,North America,0
2014-04-01 12:01:13,12,Candy Smash,Google Chrome,iOS,North America,0
2014-04-06 12:59:33,12,Clash of Tribes,Android Browser,Android,Asia,0
2014-04-16 23:16:05,23,NBA Jam,Google Chrome,iOS,Europe,0
2014-04-26 06:18:47,6,Candy Smash,Opera,iOS,North America,0
2014-04-20 17:03:17,17,NBA Jam,Safari,Unknown,North America,1
2014-04-16 12:50:56,12,NBA Jam,Other,iOS,South America,0
2014-04-01 01:09:49,1,Clash of Tribes,Google Chrome,Unknown,South America,0
2014-04-13 07:48:54,7,Clash of Tribes,Safari,iOS,North America,0
2014-04-25 21:51:20,21,Clash of Tribes,Other,iOS,North America,1
2014-04-20 12:46:21,12,Candy Smash,Safari,iOS,North America,1
2014-04-14 17:33:22,17,Candy Smash,Safari,iOS,North America,0
2014-04-30 03:21:09,3,NBA Jam,Google Chrome,iOS,North America,0
2014-04-22 02:31:42,2,NBA Jam,Safari,iOS,North America,0
2014-04-29 16:34:49,16,Candy Smash,Safari,Android,North America,0
2014-04-18 12:28:15,12,Clash of Tribes,Google Chrome,Android,South America,0
2014-04-14 21:59:48,21,Clash of Tribes,Safari,Android,Europe,1
2014-04-17 06:47:28,6,Clash of Tribes,Android Browser,Android,South America,0
2014-04-01 22:25:58,22,NBA Jam,Safari,iOS,North America,0
2014-04-03 06:28:30,6,Candy Smash,Safari,Unknown,North America,1
2014-04-17 05:50:56,5,Candy Smash,Safari,Android,North America,1
2014-04-30 07:01:19,7,NBA Jam,Android Browser,iOS,North America,1
2014-04-01 01:10:31,1,Candy Smash,Other,Android,Australia,1
2014-04-30 12:38:25,12,NBA Jam,Opera,Android,Europe,0
2014-04-10 08:51:49,8,NBA Jam,Safari,Unknown,North America,0
2014-04-27 09:16:19,9,NBA Jam,Android Browser,Android,Asia,0
2014-04-16 06:17:50,6,NBA Jam,Google Chrome,Android,North America,1
2014-04-19 00:37:25,0,Clash of Tribes,Safari,iOS,North America,1
2014-04-23 02:05:42,2,NBA Jam,Android Browser,Android,North America,0
2014-04-27 00:56:27,0,Clash of Tribes,Safari,Unknown,South America,0
2014-04-25 02:22:40,2,Candy Smash,Other,Android,Europe,0
2014-04-23 04:01:46,4,Clash of Tribes,Safari,Windows Phone,North America,0
2014-04-23 04:08:29,4,Candy Smash,Other,Android,Asia,1
2014-04-14 02:06:48,2,Candy Smash,Google Chrome,Android,South America,0
2014-03-31 22:36:33,22,Clash of Tribes,Safari,Android,Europe,0
2014-04-09 03:48:07,3,Clash of Tribes,Android Browser,Unknown,North America,0
2014-04-14 11:08:06,11,NBA Jam,Android Browser,Android,North America,1
2014-04-17 05:56:59,5,Clash of Tribes,Safari,iOS,South America,0
2014-04-18 07:09:30,7,Candy Smash,Safari,Android,North America,0
2014-03-31 21:14:49,21,NBA Jam,Safari,Android,North America,1
2014-04-12 05:43:07,5,NBA Jam,Android Browser,Android,Asia,0
2014-04-20 10:31:17,10,Candy Smash,Safari,Android,North America,0
2014-04-02 21:05:21,21,Candy Smash,Android Browser,Unknown,Australia,1
2014-04-13 22:11:42,22,NBA Jam,Android Browser,iOS,North America,1
2014-04-10 18:28:36,18,NBA Jam,Safari,Android,North America,0
2014-04-16 00:21:32,0,NBA Jam,Android Browser,Android,Europe,0
2014-04-15 13:17:29,13,Clash of Tribes,Opera,iOS,North America,1
2014-04-11 14:25:04,14,Candy Smash,Other,iOS,North America,0
2014-04-12 09:26:47,9,NBA Jam,Safari,Unknown,North America,0
2014-04-29 22:15:00,22,NBA Jam,Internet Explorer,Android,North America,1
2014-04-07 12:16:33,12,Candy Smash,Safari,Unknown,South America,0
2014-04-23 20:20:03,20,Candy Smash,Safari,Android,Australia,0
2014-04-05 02:25:14,2,Clash of Tribes,Safari,Android,Australia,0
2014-04-09 15:37:31,15,Clash of Tribes,Google Chrome,Android,Australia,1
2014-04-06 01:15:38,1,NBA Jam,Safari,Android,North America,1
2014-04-02 20:12:04,20,NBA Jam,Opera,Unknown,North America,0
2014-04-28 10:31:27,10,NBA Jam,Safari,Android,Asia,0
2014-04-30 18:14:02,18,Candy Smash,Safari,iOS,North America,0
2014-04-03 06:05:05,6,Candy Smash,Google Chrome,iOS,Asia,1
2014-04-20 03:09:57,3,Clash of Tribes,Android Browser,Android,Asia,0
2014-04-16 03:41:53,3,Clash of Tribes,Safari,iOS,North America,0
2014-04-13 20:05:07,20,Clash of Tribes,Google Chrome,Android,Europe,1
2014-04-17 02:12:22,2,NBA Jam,Android Browser,iOS,Asia,0
2014-04-16 04:13:28,4,Candy Smash,Safari,iOS,Asia,1
2014-04-26 13:35:33,13,Candy Smash,Other,Android,North America,0
2014-04-17 06:02:16,6,Clash of Tribes,Other,iOS,South America,0
2014-04-06 11:03:21,11,Clash of Tribes,Android Browser,Android,North America,0
2014-04-18 13:50:26,13,NBA Jam,Safari,Android,Europe,1
2014-04-18 19:56:48,19,Clash of Tribes,Safari,Android,North America,0
2014-04-09 15:36:31,15,Candy Smash,Safari,Android,Europe,0
2014-04-21 16:33:10,16,Clash of Tribes,Opera,iOS,Europe,0
2014-04-08 18:56:41,18,Candy Smash,Android Browser,iOS,Asia,0
2014-04-26 08:45:26,8,Candy Smash,Opera,iOS,Africa,0
2014-04-23 17:04:47,17,Candy Smash,Safari,Unknown,North America,0
2014-04-05 02:45:48,2,NBA Jam,Android Browser,iOS,South America,0
2014-04-23 21:29:31,21,Clash of Tribes,Google Chrome,iOS,North America,1
2014-04-30 01:46:34,1,Clash of Tribes,Google Chrome,Android,South America,1
2014-04-01 21:26:11,21,Clash of Tribes,Opera,Windows Phone,North America,1
2014-04-01 12:24:27,12,Clash of Tribes,Google Chrome,Android,Europe,0
2014-04-08 20:26:34,20,Candy Smash,Safari,iOS,South America,0
2014-04-15 16:31:16,16,Clash of Tribes,Safari,Android,South America,0
2014-04-21 04:34:28,4,Candy Smash,Safari,Android,North America,0
2014-04-22 14:38:33,14,Candy Smash,Safari,Android,North America,0
2014-04-30 10:36:16,10,Clash of Tribes,Safari,Unknown,South America,0
2014-04-09 10:09:40,10,Clash of Tribes,Safari,Android,North America,0
2014-04-17 23:36:47,23,Clash of Tribes,Safari,iOS,Europe,1
2014-04-28 02:17:38,2,Candy Smash,Safari,Android,North America,1
2014-04-08 09:04:36,9,NBA Jam,Other,iOS,Africa,0
2014-04-13 21:13:34,21,Clash of Tribes,Safari,Android,North America,1
2014-04-25 15:20:26,15,Candy Smash,Internet Explorer,iOS,Europe,0
2014-04-11 02:02:15,2,Candy Smash,Android Browser,iOS,North America,1
2014-04-14 16:39:32,16,Clash of Tribes,Safari,Android,Australia,1
2014-04-01 15:25:47,15,Clash of Tribes,Android Browser,Android,North America,1
2014-04-06 08:11:39,8,NBA Jam,Safari,Android,North America,0
2014-04-18 08:32:04,8,Clash of Tribes,Android Browser,Android,North America,0
2014-04-09 11:52:26,11,Clash of Tribes,Android Browser,iOS,North America,0
2014-04-29 05:28:51,5,Clash of Tribes,Android Browser,iOS,North America,0
2014-04-01 23:55:26,23,NBA Jam,Internet Explorer,iOS,South America,1
2014-04-26 06:56:04,6,NBA Jam,Safari,iOS,North America,1
2014-04-07 03:25:57,3,Candy Smash,Google Chrome,iOS,Europe,1
2014-04-04 11:51:42,11,Clash of Tribes,Opera,iOS,North America,0
2014-04-22 00:49:51,0,Clash of Tribes,Safari,Android,North America,0
2014-04-04 01:28:59,1,NBA Jam,Safari,Android,North America,1
2014-04-12 21:11:14,21,Candy Smash,Safari,Unknown,Asia,0
2014-04-26 12:50:25,12,Candy Smash,Safari,Android,North America,0
2014-04-04 03:44:45,3,Clash of Tribes,Safari,Android,North America,0
2014-04-29 16:35:09,16,Candy Smash,Android Browser,Unknown,South America,0
2014-04-03 14:54:31,14,Candy Smash,Safari,Android,Europe,0
2014-04-25 18:30:13,18,Candy Smash,Google Chrome,iOS,Australia,0
2014-04-25 11:49:56,11,Candy Smash,Safari,iOS,North America,0
2014-04-19 02:40:12,2,Candy Smash,Opera,Unknown,North America,1
2014-04-29 16:02:12,16,Clash of Tribes,Safari,Android,North America,1
2014-04-06 12:59:01,12,NBA Jam,Google Chrome,iOS,North America,1
2014-04-10 03:39:58,3,NBA Jam,Google Chrome,Android,Asia,1
2014-04-10 00:25:46,0,Clash of Tribes,Safari,iOS,North America,1
2014-04-15 17:54:11,17,Candy Smash,Other,iOS,Australia,0
2014-04-22 20:21:38,20,NBA Jam,Google Chrome,Windows Phone,Australia,1
2014-04-16 23:17:12,23,Clash of Tribes,Other,Android,Australia,0
2014-04-07 23:48:49,23,Candy Smash,Android Browser,iOS,Asia,0
2014-04-25 13:54:47,13,NBA Jam,Google Chrome,iOS,Australia,1
2014-04-25 06:58:49,6,NBA Jam,Google Chrome,Android,Europe,0
2014-04-29 07:08:14,7,Clash of Tribes,Safari,Unknown,North America,0
2014-04-28 14:01:56,14,Clash of Tribes,Safari,iOS,Africa,1
2014-04-02 19:12:13,19,Clash of Tribes,Safari,iOS,Europe,1
2014-04-16 17:31:12,17,NBA Jam,Android Browser,Android,North America,0
